"term","label"
"http://purl.obolibrary.org/obo/HP_0011677","Tetralogy of Fallot with atrioventricular canal defect"
"http://purl.obolibrary.org/obo/HP_0011678","Tetralogy of Fallot with pulmonary atresia and major aortopulmonary collateral arteries"
"http://purl.obolibrary.org/obo/HP_0011679","Tetralogy of Fallot with pulmonary stenosis"
"http://purl.obolibrary.org/obo/HP_0011680","Single ventricle of indeterminate morphology"
"http://purl.obolibrary.org/obo/HP_0011681","Subarterial ventricular septal defect"
"http://purl.obolibrary.org/obo/HP_0011682","Perimembranous ventricular septal defect"
"http://purl.obolibrary.org/obo/HP_0011683","Restrictive ventricular septal defect"
"http://purl.obolibrary.org/obo/HP_0011684","Non-restrictive ventricular septal defect"
"http://purl.obolibrary.org/obo/HP_0011685","Infra-aortic superior vena cava"
"http://purl.obolibrary.org/obo/HP_0011686","Abnormal coronary artery course"
"http://purl.obolibrary.org/obo/HP_0011687","AV nodal tachycardia"
"http://purl.obolibrary.org/obo/HP_0011688","Supraventricular tachycardia with an accessory connection mediated pathway"
"http://purl.obolibrary.org/obo/HP_0011689","Supraventricular tachycardia with a concealed accessory connection"
"http://purl.obolibrary.org/obo/HP_0011690","Permanent junctional reciprocating tachycardia"
"http://purl.obolibrary.org/obo/HP_0011691","Supraventricular tachycardia with a concealed accessory pathway on the left free wall"
"http://purl.obolibrary.org/obo/HP_0011692","Supraventricular tachycardia with a concealed accessory pathway on the right free wall"
"http://purl.obolibrary.org/obo/HP_0011693","Supraventricular tachycardia with a concealed accessory pathway on the septum"
"http://purl.obolibrary.org/obo/HP_0011694","Supraventricular tachycardia with a manifest accessory pathway"
"http://purl.obolibrary.org/obo/HP_0011695","Cerebellar hemorrhage"
"http://purl.obolibrary.org/obo/HP_0011696","Supraventricular tachycardia with a manifest accessory pathway on the left free wall"
"http://purl.obolibrary.org/obo/HP_0011697","Supraventricular tachycardia with a manifest accessory pathway on the right free wall"
"http://purl.obolibrary.org/obo/HP_0011698","Supraventricular tachycardia with a manifest accessory pathway on the septum"
"http://purl.obolibrary.org/obo/HP_0011699","Atrial reentry tachycardia"
"http://purl.obolibrary.org/obo/HP_0011700","Automatic atrial tachycardia"
"http://purl.obolibrary.org/obo/HP_0011701","Multifocal atrial tachycardia"
"http://purl.obolibrary.org/obo/HP_0011702","Abnormal electrophysiology of sinoatrial node origin"
"http://purl.obolibrary.org/obo/HP_0011703","Sinus tachycardia"
"http://purl.obolibrary.org/obo/HP_0011704","Sick sinus syndrome"
"http://purl.obolibrary.org/obo/HP_0011705","First degree atrioventricular block"
"http://purl.obolibrary.org/obo/HP_0011706","Second degree atrioventricular block"
"http://purl.obolibrary.org/obo/HP_0011707","Mobitz I atrioventricular block"
"http://purl.obolibrary.org/obo/HP_0011708","Mobitz II atrioventricular block"
"http://purl.obolibrary.org/obo/HP_0011709","Atrioventricular dissociation"
"http://purl.obolibrary.org/obo/HP_0011710","Bundle branch block"
"http://purl.obolibrary.org/obo/HP_0011711","Left anterior fascicular block"
"http://purl.obolibrary.org/obo/HP_0011712","Right bundle branch block"
"http://purl.obolibrary.org/obo/HP_0011713","Left bundle branch block"
"http://purl.obolibrary.org/obo/HP_0011714","Libman-Sacks lesions"
"http://purl.obolibrary.org/obo/HP_0011715","Trifascicular block"
"http://purl.obolibrary.org/obo/HP_0011716","Junctional ectopic tachycardia"
"http://purl.obolibrary.org/obo/HP_0011717","Atrioventricular reentrant tachycardia"
"http://purl.obolibrary.org/obo/HP_0011718","Abnormality of the pulmonary veins"
"http://purl.obolibrary.org/obo/HP_0011719","Supracardiac total anomalous pulmonary venous connection"
"http://purl.obolibrary.org/obo/HP_0011720","Cardiac total anomalous pulmonary venous connection"
"http://purl.obolibrary.org/obo/HP_0011721","Infracardiac total anomalous pulmonary venous connection"
"http://purl.obolibrary.org/obo/HP_0011722","Mixed total anomalous pulmonary venous connection"
"http://purl.obolibrary.org/obo/HP_0011723","Congenital malformation of the right heart"
"http://purl.obolibrary.org/obo/HP_0011724","Uhl's anomaly"
"http://purl.obolibrary.org/obo/HP_0011725","Chaotic multifocal atrial tachycardia"
"http://purl.obolibrary.org/obo/HP_0011726","Persistent fetal circulation"
"http://purl.obolibrary.org/obo/HP_0011727","Peroneal muscle weakness"
"http://purl.obolibrary.org/obo/HP_0011728","Elbow clonus"
"http://purl.obolibrary.org/obo/HP_0011729","Abnormality of joint mobility"
"http://purl.obolibrary.org/obo/HP_0011730","Abnormal central sensory function"
"http://purl.obolibrary.org/obo/HP_0011731","Abnormality of circulating cortisol level"
"http://purl.obolibrary.org/obo/HP_0011732","Abnormal adrenal morphology"
"http://purl.obolibrary.org/obo/HP_0011733","Abnormality of adrenal physiology"
"http://purl.obolibrary.org/obo/HP_0011734","Central adrenal insufficiency"
"http://purl.obolibrary.org/obo/HP_0011735","Adrenocorticotropin deficient adrenal insufficiency"
"http://purl.obolibrary.org/obo/HP_0011736","Primary hyperaldosteronism"
"http://purl.obolibrary.org/obo/HP_0011737","Corticotropin-releasing hormone deficient adrenal insufficiency"
"http://purl.obolibrary.org/obo/HP_0011738","Corticotropin-releasing hormone receptor defect"
"http://purl.obolibrary.org/obo/HP_0011739","Dexamethasone-suppressible primary hyperaldosteronism"
"http://purl.obolibrary.org/obo/HP_0011740","Glucocortocoid-insensitive primary hyperaldosteronism"
"http://purl.obolibrary.org/obo/HP_0011741","Secondary hyperaldosteronism"
"http://purl.obolibrary.org/obo/HP_0011742","Ectopic adrenal gland"
"http://purl.obolibrary.org/obo/HP_0011743","Adrenal gland agenesis"
"http://purl.obolibrary.org/obo/HP_0011744","Secondary hypercortisolism"
"http://purl.obolibrary.org/obo/HP_0011745","Non-secretory adrenocortical adenoma"
"http://purl.obolibrary.org/obo/HP_0011746","Secretory adrenocortical adenoma"
"http://purl.obolibrary.org/obo/HP_0011747","Abnormality of the anterior pituitary"
"http://purl.obolibrary.org/obo/HP_0011748","Adrenocorticotropic hormone deficiency"
"http://purl.obolibrary.org/obo/HP_0011749","Adrenocorticotropic hormone excess"
"http://purl.obolibrary.org/obo/HP_0011750","Neoplasm of the anterior pituitary"
"http://purl.obolibrary.org/obo/HP_0011751","Abnormal posterior pituitary morphogenesis"
"http://purl.obolibrary.org/obo/HP_0011752","Neoplasm of the posterior pituitary"
"http://purl.obolibrary.org/obo/HP_0011753","Posterior pituitary dysgenesis"
"http://purl.obolibrary.org/obo/HP_0011754","Pituicytoma"
"http://purl.obolibrary.org/obo/HP_0011755","Ectopic posterior pituitary"
"http://purl.obolibrary.org/obo/HP_0011756","Posterior pituitary agenesis"
"http://purl.obolibrary.org/obo/HP_0011757","Posterior pituitary hypoplasia"
"http://purl.obolibrary.org/obo/HP_0011758","Pituitary acidophilic stem cell adenoma"
"http://purl.obolibrary.org/obo/HP_0011759","Pituitary gonadotropic cell adenoma"
"http://purl.obolibrary.org/obo/HP_0011760","Pituitary growth hormone cell adenoma"
"http://purl.obolibrary.org/obo/HP_0011761","Pituitary null cell adenoma"
"http://purl.obolibrary.org/obo/HP_0011762","Pituitary thyrotropic cell adenoma"
"http://purl.obolibrary.org/obo/HP_0011763","Pituitary carcinoma"
"http://purl.obolibrary.org/obo/HP_0011764","Pituitary spindle cell oncocytoma"
"http://purl.obolibrary.org/obo/HP_0011766","Abnormal parathyroid morphology"
"http://purl.obolibrary.org/obo/HP_0011767","Abnormality of the parathyroid physiology"
"http://purl.obolibrary.org/obo/HP_0011768","Parathyroid dysgenesis"
"http://purl.obolibrary.org/obo/HP_0011769","Ectopic parathyroid"
"http://purl.obolibrary.org/obo/HP_0011770","Tertiary hyperparathyroidism"
"http://purl.obolibrary.org/obo/HP_0011771","Autoimmune hypoparathyroidism"
"http://purl.obolibrary.org/obo/HP_0011772","Abnormal thyroid morphology"
"http://purl.obolibrary.org/obo/HP_0011773","Uninodular goiter"
"http://purl.obolibrary.org/obo/HP_0011774","Thyroid follicular adenoma"
"http://purl.obolibrary.org/obo/HP_0011775","Thyroid macrofollicular adenoma"
"http://purl.obolibrary.org/obo/HP_0011776","Thyroid microfollicular adenoma"
"http://purl.obolibrary.org/obo/HP_0011777","Thyroid papillary adenoma"
"http://purl.obolibrary.org/obo/HP_0011778","Thyroid atypical adenoma"
"http://purl.obolibrary.org/obo/HP_0011779","Anaplastic thyroid carcinoma"
"http://purl.obolibrary.org/obo/HP_0011780","Thyroid hemiagenesis"
"http://purl.obolibrary.org/obo/HP_0011781","Thyroid C cell hyperplasia"
"http://purl.obolibrary.org/obo/HP_0011782","Thyroid crisis"
"http://purl.obolibrary.org/obo/HP_0011783","Thyrotoxicosis from ectopic thyroid tissue"
"http://purl.obolibrary.org/obo/HP_0011784","Thyrotoxicosis with diffuse goiter"
"http://purl.obolibrary.org/obo/HP_0011785","Thyrotoxicosis with toxic multinodular goiter"
"http://purl.obolibrary.org/obo/HP_0011786","Thyrotoxicosis with toxic single thyroid nodule"
"http://purl.obolibrary.org/obo/HP_0011787","Central hypothyroidism"
"http://purl.obolibrary.org/obo/HP_0011788","Increased circulating free T3"
"http://purl.obolibrary.org/obo/HP_0011789","Impaired sensitivity to thyroid stimulating hormone"
"http://purl.obolibrary.org/obo/HP_0011790","Activating thyroid-stimulating hormone receptor defect"
"http://purl.obolibrary.org/obo/HP_0011791","Inactivating thyroid-stimulating hormone receptor defect"
"http://purl.obolibrary.org/obo/HP_0011792","Neoplasm by histology"
"http://purl.obolibrary.org/obo/HP_0011793","Neoplasm by anatomical site"
"http://purl.obolibrary.org/obo/HP_0011794","Embryonal renal neoplasm"
"http://purl.obolibrary.org/obo/HP_0011795","Intralobar nephroblastomatosis"
"http://purl.obolibrary.org/obo/HP_0011796","Perilobar nephroblastomatosis"
"http://purl.obolibrary.org/obo/HP_0011797","Papillary renal cell carcinoma type 1"
"http://purl.obolibrary.org/obo/HP_0011798","Renal oncocytoma"
"http://purl.obolibrary.org/obo/HP_0011799","Abnormality of facial soft tissue"
"http://purl.obolibrary.org/obo/HP_0011800","Midface retrusion"
"http://purl.obolibrary.org/obo/HP_0011801","Enlargement of parotid gland"
"http://purl.obolibrary.org/obo/HP_0011802","Hamartoma of tongue"
"http://purl.obolibrary.org/obo/HP_0011803","Bifid nose"
"http://purl.obolibrary.org/obo/HP_0011804","Abnormal muscle physiology"
"http://purl.obolibrary.org/obo/HP_0011805","Abnormal skeletal muscle morphology"
"http://purl.obolibrary.org/obo/HP_0011807","Type 1 muscle fiber atrophy"
"http://purl.obolibrary.org/obo/HP_0011808","Decreased patellar reflex"
"http://purl.obolibrary.org/obo/HP_0011809","Paradoxical myotonia"
"http://purl.obolibrary.org/obo/HP_0011810","Impaired two-point discrimination"
"http://purl.obolibrary.org/obo/HP_0011811","Impaired touch localization"
"http://purl.obolibrary.org/obo/HP_0011812","Agraphesthesia"
"http://purl.obolibrary.org/obo/HP_0011813","Increased cerebral lipofuscin"
"http://purl.obolibrary.org/obo/HP_0011814","Increased urinary hypoxanthine level"
"http://purl.obolibrary.org/obo/HP_0011815","Cephalocele"
"http://purl.obolibrary.org/obo/HP_0011816","Parietal encephalocele"
"http://purl.obolibrary.org/obo/HP_0011817","Basal encephalocele"
"http://purl.obolibrary.org/obo/HP_0011818","Nasofrontal encephalocele"
"http://purl.obolibrary.org/obo/HP_0011819","Submucous cleft soft palate"
"http://purl.obolibrary.org/obo/HP_0011820","Membranous choanal atresia"
"http://purl.obolibrary.org/obo/HP_0011821","Abnormal facial skeleton morphology"
"http://purl.obolibrary.org/obo/HP_0011822","Broad chin"
"http://purl.obolibrary.org/obo/HP_0011823","Chin with horizontal crease"
"http://purl.obolibrary.org/obo/HP_0011824","Chin with H-shaped crease"
"http://purl.obolibrary.org/obo/HP_0011825","Tented philtrum"
"http://purl.obolibrary.org/obo/HP_0011826","Philtrum with midline raphe"
"http://purl.obolibrary.org/obo/HP_0011827","Malaligned philtral ridges"
"http://purl.obolibrary.org/obo/HP_0011828","Midline sinus of philtrum"
"http://purl.obolibrary.org/obo/HP_0011829","Narrow philtrum"
"http://purl.obolibrary.org/obo/HP_0011830","Abnormal oral mucosa morphology"
"http://purl.obolibrary.org/obo/HP_0011831","Deviated nasal tip"
"http://purl.obolibrary.org/obo/HP_0011832","Narrow nasal tip"
"http://purl.obolibrary.org/obo/HP_0011833","Overhanging nasal tip"
"http://purl.obolibrary.org/obo/HP_0011834","Moyamoya phenomenon"
"http://purl.obolibrary.org/obo/HP_0011835","Absent scaphoid"
"http://purl.obolibrary.org/obo/HP_0011836","Delayed talus ossification"
"http://purl.obolibrary.org/obo/HP_0011837","Partial IgA deficiency"
"http://purl.obolibrary.org/obo/HP_0011838","Sclerodactyly"
"http://purl.obolibrary.org/obo/HP_0011839","Abnormal T cell count"
"http://purl.obolibrary.org/obo/HP_0011840","Abnormality of T cell physiology"
"http://purl.obolibrary.org/obo/HP_0011841","Ventricular flutter"
"http://purl.obolibrary.org/obo/HP_0011842","Abnormal skeletal morphology"
"http://purl.obolibrary.org/obo/HP_0011843","Abnormal musculoskeletal physiology"
"http://purl.obolibrary.org/obo/HP_0011844","Abnormal appendicular skeleton morphology"
"http://purl.obolibrary.org/obo/HP_0011845","Short second metatarsal"
"http://purl.obolibrary.org/obo/HP_0011846","Osteoblastoma"
"http://purl.obolibrary.org/obo/HP_0011847","Giant cell tumor of bone"
"http://purl.obolibrary.org/obo/HP_0011848","Abdominal colic"
"http://purl.obolibrary.org/obo/HP_0011849","Abnormal bone ossification"
"http://purl.obolibrary.org/obo/HP_0011850","Parotitis"
"http://purl.obolibrary.org/obo/HP_0011851","Hemopericardium"
"http://purl.obolibrary.org/obo/HP_0011852","Chylopericardium"
"http://purl.obolibrary.org/obo/HP_0011853","Serous pericardial effusion"
"http://purl.obolibrary.org/obo/HP_0011854","Hemoperitoneum"
"http://purl.obolibrary.org/obo/HP_0011855","Pharyngeal edema"
"http://purl.obolibrary.org/obo/HP_0011856","Pica"
"http://purl.obolibrary.org/obo/HP_0011857","Plasmacytoma"
"http://purl.obolibrary.org/obo/HP_0011858","Reduced factor IX activity"
"http://purl.obolibrary.org/obo/HP_0011859","Punctate keratitis"
"http://purl.obolibrary.org/obo/HP_0011860","Metaphyseal dappling"
"http://purl.obolibrary.org/obo/HP_0011861","Bilateral trilobed lung"
"http://purl.obolibrary.org/obo/HP_0011862","Abnormal bone collagen fibril morphology"
"http://purl.obolibrary.org/obo/HP_0011863","Abnormal sternal ossification"
"http://purl.obolibrary.org/obo/HP_0011864","Elevated plasma pyrophosphate"
"http://purl.obolibrary.org/obo/HP_0011867","Abnormal iliac wing morphology"
"http://purl.obolibrary.org/obo/HP_0011868","Sciatica"
"http://purl.obolibrary.org/obo/HP_0011869","Abnormal platelet function"
"http://purl.obolibrary.org/obo/HP_0011870","Impaired arachidonic acid-induced platelet aggregation"
"http://purl.obolibrary.org/obo/HP_0011871","Impaired ristocetin-induced platelet aggregation"
"http://purl.obolibrary.org/obo/HP_0011872","Impaired thrombin-induced platelet aggregation"
"http://purl.obolibrary.org/obo/HP_0011873","Abnormal platelet count"
"http://purl.obolibrary.org/obo/HP_0011874","Heparin-induced thrombocytopenia"
"http://purl.obolibrary.org/obo/HP_0011875","Abnormal platelet morphology"
"http://purl.obolibrary.org/obo/HP_0011876","Abnormal platelet volume"
"http://purl.obolibrary.org/obo/HP_0011877","Increased mean platelet volume"
"http://purl.obolibrary.org/obo/HP_0011878","Abnormal platelet membrane protein expression"
"http://purl.obolibrary.org/obo/HP_0011879","Decreased platelet glycoprotein Ib-IX-V"
"http://purl.obolibrary.org/obo/HP_0011880","Acute disseminated intravascular coagulation"
"http://purl.obolibrary.org/obo/HP_0011881","Decreased platelet glycoprotein VI"
"http://purl.obolibrary.org/obo/HP_0011882","Decreased platelet P2Y12 receptor"
"http://purl.obolibrary.org/obo/HP_0011883","Abnormal platelet granules"
"http://purl.obolibrary.org/obo/HP_0011884","Abnormal umbilical stump bleeding"
"http://purl.obolibrary.org/obo/HP_0011885","Hemorrhage of the eye"
"http://purl.obolibrary.org/obo/HP_0011886","Hyphema"
"http://purl.obolibrary.org/obo/HP_0011887","Choroid hemorrhage"
"http://purl.obolibrary.org/obo/HP_0011888","Bleeding requiring red cell transfusion"
"http://purl.obolibrary.org/obo/HP_0011889","Bleeding with minor or no trauma"
"http://purl.obolibrary.org/obo/HP_0011890","Prolonged bleeding following procedure"
"http://purl.obolibrary.org/obo/HP_0011891","Post-partum hemorrhage"
"http://purl.obolibrary.org/obo/HP_0011892","Decreased circulating vitamin K concentration"
"http://purl.obolibrary.org/obo/HP_0011893","Abnormal leukocyte count"
"http://purl.obolibrary.org/obo/HP_0011894","Impaired thromboxane A2 agonist-induced platelet aggregation"
"http://purl.obolibrary.org/obo/HP_0011895","Anemia due to reduced life span of red cells"
"http://purl.obolibrary.org/obo/HP_0011896","Subconjunctival hemorrhage"
"http://purl.obolibrary.org/obo/HP_0011897","Neutrophilia"
"http://purl.obolibrary.org/obo/HP_0011898","Abnormality of circulating fibrinogen"
"http://purl.obolibrary.org/obo/HP_0011899","Hyperfibrinogenemia"
"http://purl.obolibrary.org/obo/HP_0011900","Hypofibrinogenemia"
"http://purl.obolibrary.org/obo/HP_0011901","Dysfibrinogenemia"
"http://purl.obolibrary.org/obo/HP_0011902","Abnormal hemoglobin"
"http://purl.obolibrary.org/obo/HP_0011903","HbH hemoglobin"
"http://purl.obolibrary.org/obo/HP_0011904","Persistence of hemoglobin F"
"http://purl.obolibrary.org/obo/HP_0011905","Reduced hemoglobin A"
"http://purl.obolibrary.org/obo/HP_0011906","Reduced beta/alpha synthesis ratio"
"http://purl.obolibrary.org/obo/HP_0011907","Reduced alpha/beta synthesis ratio"
"http://purl.obolibrary.org/obo/HP_0011908","Unilateral radial aplasia"
"http://purl.obolibrary.org/obo/HP_0011909","Flattened metacarpal heads"
"http://purl.obolibrary.org/obo/HP_0011910","Shortening of all phalanges of fingers"
"http://purl.obolibrary.org/obo/HP_0011911","Abnormal metacarpophalangeal joint morphology"
"http://purl.obolibrary.org/obo/HP_0011912","Abnormality of the glenoid fossa"
"http://purl.obolibrary.org/obo/HP_0011913","Lumbar hypertrichosis"
"http://purl.obolibrary.org/obo/HP_0011914","Thoracic hypertrichosis"
"http://purl.obolibrary.org/obo/HP_0011915","Cardiovascular calcification"
"http://purl.obolibrary.org/obo/HP_0011916","Toe extensor amyotrophy"
"http://purl.obolibrary.org/obo/HP_0011917","Short 5th toe"
"http://purl.obolibrary.org/obo/HP_0011918","Clinodactyly of the 4th toe"
"http://purl.obolibrary.org/obo/HP_0011919","Pleural empyema"
"http://purl.obolibrary.org/obo/HP_0011920","Transudative pleural effusion"
"http://purl.obolibrary.org/obo/HP_0011921","Exudative pleural effusion"
"http://purl.obolibrary.org/obo/HP_0011922","Abnormal activity of mitochondrial respiratory chain"
"http://purl.obolibrary.org/obo/HP_0011923","Decreased activity of mitochondrial complex I"
"http://purl.obolibrary.org/obo/HP_0011924","Decreased activity of mitochondrial complex III"
"http://purl.obolibrary.org/obo/HP_0011925","Decreased activity of mitochondrial ATP synthase complex"
"http://purl.obolibrary.org/obo/HP_0011926","Proximal placement of hallux"
"http://purl.obolibrary.org/obo/HP_0011927","Short digit"
"http://purl.obolibrary.org/obo/HP_0011928","Short proximal phalanx of toe"
"http://purl.obolibrary.org/obo/HP_0011929","Hypersegmentation of proximal phalanx of third finger"
"http://purl.obolibrary.org/obo/HP_0011930","Hyperextensible skin of chest"
"http://purl.obolibrary.org/obo/HP_0011931","Abnormal cerebellar peduncle morphology"
"http://purl.obolibrary.org/obo/HP_0011932","Abnormal superior cerebellar peduncle morphology"
"http://purl.obolibrary.org/obo/HP_0011933","Elongated superior cerebellar peduncle"
"http://purl.obolibrary.org/obo/HP_0011934","Dilatation of mesenteric artery"
"http://purl.obolibrary.org/obo/HP_0011935","Decreased urinary urate"
"http://purl.obolibrary.org/obo/HP_0011936","Decreased plasma total carnitine"
"http://purl.obolibrary.org/obo/HP_0011937","Hypoplastic fifth toenail"
"http://purl.obolibrary.org/obo/HP_0011939","3-4 finger cutaneous syndactyly"
"http://purl.obolibrary.org/obo/HP_0011940","Anterior wedging of T12"
"http://purl.obolibrary.org/obo/HP_0011941","Anterior wedging of L2"
"http://purl.obolibrary.org/obo/HP_0011942","Increased urinary sulfite level"
"http://purl.obolibrary.org/obo/HP_0011943","Increased urinary thiosulfate"
"http://purl.obolibrary.org/obo/HP_0011944","Small vessel vasculitis"
"http://purl.obolibrary.org/obo/HP_0011945","Bronchiolitis obliterans organizing pneumonia"
"http://purl.obolibrary.org/obo/HP_0011946","Bronchiolitis obliterans"
"http://purl.obolibrary.org/obo/HP_0011947","Respiratory tract infection"
"http://purl.obolibrary.org/obo/HP_0011948","Recurrent acute respiratory tract infection"
"http://purl.obolibrary.org/obo/HP_0011949","Acute infectious pneumonia"
"http://purl.obolibrary.org/obo/HP_0011950","Bronchiolitis"
"http://purl.obolibrary.org/obo/HP_0011951","Aspiration pneumonia"
"http://purl.obolibrary.org/obo/HP_0011952","Acute aspiration pneumonia"
"http://purl.obolibrary.org/obo/HP_0011953","Pulmonary lymphoma"
"http://purl.obolibrary.org/obo/HP_0011954","Nodular regenerative hyperplasia of liver"
"http://purl.obolibrary.org/obo/HP_0011955","Hepatic granulomatosis"
"http://purl.obolibrary.org/obo/HP_0011956","Intestinal lymphoid nodular hyperplasia"
"http://purl.obolibrary.org/obo/HP_0011957","Abnormal pectoral muscle morphology"
"http://purl.obolibrary.org/obo/HP_0011958","Retinal perforation"
"http://purl.obolibrary.org/obo/HP_0011959","Unilateral hypoplasia of pectoralis major muscle"
"http://purl.obolibrary.org/obo/HP_0011960","Substantia nigra gliosis"
"http://purl.obolibrary.org/obo/HP_0011961","Non-obstructive azoospermia"
"http://purl.obolibrary.org/obo/HP_0011962","Obstructive azoospermia"
"http://purl.obolibrary.org/obo/HP_0011963","Pretesticular azoospermia"
"http://purl.obolibrary.org/obo/HP_0011964","Intermittent painful muscle spasms"
"http://purl.obolibrary.org/obo/HP_0011965","Abnormal circulating citrulline concentration"
"http://purl.obolibrary.org/obo/HP_0011966","Elevated plasma citrulline"
"http://purl.obolibrary.org/obo/HP_0011967","Decreased circulating copper concentration"
"http://purl.obolibrary.org/obo/HP_0011968","Feeding difficulties"
"http://purl.obolibrary.org/obo/HP_0011969","Elevated circulating luteinizing hormone level"
"http://purl.obolibrary.org/obo/HP_0011970","Cerebral amyloid angiopathy"
"http://purl.obolibrary.org/obo/HP_0011971","Dermatographic urticaria"
"http://purl.obolibrary.org/obo/HP_0011972","Hypoglycorrhachia"
"http://purl.obolibrary.org/obo/HP_0011973","Paroxysmal lethargy"
"http://purl.obolibrary.org/obo/HP_0011974","Myelofibrosis"
"http://purl.obolibrary.org/obo/HP_0011975","Aminoglycoside-induced hearing loss"
"http://purl.obolibrary.org/obo/HP_0011976","Elevated urinary catecholamine level"
"http://purl.obolibrary.org/obo/HP_0011977","Elevated urinary homovanillic acid"
"http://purl.obolibrary.org/obo/HP_0011978","Elevated urinary vanillylmandelic acid"
"http://purl.obolibrary.org/obo/HP_0011979","Elevated urinary dopamine level"
"http://purl.obolibrary.org/obo/HP_0011980","Cholesterol gallstones"
"http://purl.obolibrary.org/obo/HP_0011981","Pigment gallstones"
"http://purl.obolibrary.org/obo/HP_0011982","Black pigment gallstones"
"http://purl.obolibrary.org/obo/HP_0011983","Brown pigment gallstones"
"http://purl.obolibrary.org/obo/HP_0011984","Atretic gallbladder"
"http://purl.obolibrary.org/obo/HP_0011985","Acholic stools"
"http://purl.obolibrary.org/obo/HP_0011986","Ectopic ossification"
"http://purl.obolibrary.org/obo/HP_0011987","Ectopic ossification in muscle tissue"
"http://purl.obolibrary.org/obo/HP_0011988","Ectopic ossification in tendon tissue"
"http://purl.obolibrary.org/obo/HP_0011989","Ectopic ossification in ligament tissue"
"http://purl.obolibrary.org/obo/HP_0011990","Abnormality of neutrophil physiology"
"http://purl.obolibrary.org/obo/HP_0011991","Abnormal neutrophil count"
"http://purl.obolibrary.org/obo/HP_0011992","Abnormal neutrophil morphology"
"http://purl.obolibrary.org/obo/HP_0011993","Impaired neutrophil bactericidal activity"
"http://purl.obolibrary.org/obo/HP_0011994","Abnormal atrial septum morphology"
"http://purl.obolibrary.org/obo/HP_0011995","Atrial septal dilatation"
"http://purl.obolibrary.org/obo/HP_0011996","Elevated coagulation factor V activity"
"http://purl.obolibrary.org/obo/HP_0011997","Postprandial hyperlactemia"
"http://purl.obolibrary.org/obo/HP_0011998","Postprandial hyperglycemia"
"http://purl.obolibrary.org/obo/HP_0011999","Paranoia"
"http://purl.obolibrary.org/obo/HP_0012000","EEG with generalized spikes"
"http://purl.obolibrary.org/obo/HP_0012001","EEG with generalized polyspikes"
"http://purl.obolibrary.org/obo/HP_0012002","Experiential epileptic aura"
"http://purl.obolibrary.org/obo/HP_0012003","Affective epileptic aura"
"http://purl.obolibrary.org/obo/HP_0012004","Focal cognitive seizure with deja vu/jamais vu"
"http://purl.obolibrary.org/obo/HP_0012005","Deja vu aura"
"http://purl.obolibrary.org/obo/HP_0012006","Jamais vu aura"
"http://purl.obolibrary.org/obo/HP_0012007","Focal cognitive seizure with hallucination"
"http://purl.obolibrary.org/obo/HP_0012008","Focal cognitive seizure with illusion"
"http://purl.obolibrary.org/obo/HP_0012009","EEG with central focal spike waves"
"http://purl.obolibrary.org/obo/HP_0012010","EEG with frontal focal spike waves"
"http://purl.obolibrary.org/obo/HP_0012011","EEG with occipital focal spike waves"
"http://purl.obolibrary.org/obo/HP_0012012","EEG with parietal focal spike waves"
"http://purl.obolibrary.org/obo/HP_0012013","EEG with temporal focal spike waves"
"http://purl.obolibrary.org/obo/HP_0012014","EEG with central focal spikes"
"http://purl.obolibrary.org/obo/HP_0012015","EEG with frontal focal spikes"
"http://purl.obolibrary.org/obo/HP_0012016","EEG with occipital focal spikes"
"http://purl.obolibrary.org/obo/HP_0012017","EEG with parietal focal spikes"
"http://purl.obolibrary.org/obo/HP_0012018","EEG with temporal focal spikes"
"http://purl.obolibrary.org/obo/HP_0012019","Lens luxation"
"http://purl.obolibrary.org/obo/HP_0012020","Right aortic arch"
"http://purl.obolibrary.org/obo/HP_0012021","Persistent patent ductus venosus"
"http://purl.obolibrary.org/obo/HP_0012022","Congenital portosystemic venous shunt"
"http://purl.obolibrary.org/obo/HP_0012023","Galactosuria"
"http://purl.obolibrary.org/obo/HP_0012024","Hypergalactosemia"
"http://purl.obolibrary.org/obo/HP_0012025","Abnormal circulating ornithine concentration"
"http://purl.obolibrary.org/obo/HP_0012026","Hyperornithinemia"
"http://purl.obolibrary.org/obo/HP_0012027","Laryngeal edema"
"http://purl.obolibrary.org/obo/HP_0012028","Hepatocellular adenoma"
"http://purl.obolibrary.org/obo/HP_0012029","Abnormal urine hormone level"
"http://purl.obolibrary.org/obo/HP_0012030","Increased urinary cortisol level"
"http://purl.obolibrary.org/obo/HP_0012031","Lipomatous tumor"
"http://purl.obolibrary.org/obo/HP_0012032","Lipoma"
"http://purl.obolibrary.org/obo/HP_0012033","Sacral lipoma"
"http://purl.obolibrary.org/obo/HP_0012034","Liposarcoma"
"http://purl.obolibrary.org/obo/HP_0012035","Steatocystoma multiplex"
"http://purl.obolibrary.org/obo/HP_0012036","Sternocleidomastoid amyotrophy"
"http://purl.obolibrary.org/obo/HP_0012037","Pectoralis amyotrophy"
"http://purl.obolibrary.org/obo/HP_0012038","Corneal guttata"
"http://purl.obolibrary.org/obo/HP_0012039","Descemet Membrane Folds"
"http://purl.obolibrary.org/obo/HP_0012040","Corneal stromal edema"
"http://purl.obolibrary.org/obo/HP_0012041","Decreased fertility in males"
"http://purl.obolibrary.org/obo/HP_0012042","Aspirin-induced asthma"
